split,sequence_id,window_index
train,data1/imu4,86
train,data1/imu4,87
train,data1/imu4,88
train,data1/imu4,89
train,data1/imu4,90
train,data1/imu4,91
train,data1/imu4,92
train,data1/imu4,93
train,data1/imu4,94
train,data1/imu4,95
train,data1/imu4,96
train,data1/imu4,97
train,data1/imu4,98
train,data1/imu4,99
train,data1/imu4,100
train,data1/imu4,101
train,data1/imu4,102
train,data1/imu4,103
train,data1/imu4,104
train,data1/imu4,105
train,data1/imu4,106
train,data1/imu4,107
validation,data1/imu5,0
validation,data1/imu5,1
validation,data1/imu5,2
validation,data1/imu5,3
validation,data1/imu5,4
validation,data1/imu5,5
validation,data1/imu5,6
validation,data1/imu5,7
validation,data1/imu5,8
validation,data1/imu5,9
validation,data1/imu5,10
validation,data1/imu5,11
validation,data1/imu5,12
validation,data1/imu5,13
validation,data1/imu5,14
validation,data1/imu5,15
validation,data1/imu5,16
validation,data1/imu5,17
validation,data1/imu5,18
validation,data1/imu5,19
validation,data1/imu5,20
validation,data1/imu5,21
validation,data1/imu5,22
validation,data1/imu5,23
validation,data1/imu5,24
validation,data1/imu5,25
validation,data1/imu5,26
validation,data1/imu5,27
validation,data1/imu5,28
validation,data1/imu5,29
validation,data1/imu5,30
validation,data1/imu5,31
validation,data1/imu5,32
validation,data1/imu5,33
validation,data1/imu5,34
validation,data1/imu5,35
validation,data1/imu5,36
validation,data1/imu5,37
validation,data1/imu5,38
validation,data1/imu5,39
validation,data1/imu5,40
validation,data1/imu5,41
validation,data1/imu5,42
validation,data1/imu5,43
validation,data1/imu5,44
validation,data1/imu5,45
validation,data1/imu5,46
validation,data1/imu5,47
validation,data1/imu5,48
validation,data1/imu5,49
validation,data1/imu5,50
validation,data1/imu5,51
validation,data1/imu5,52
validation,data1/imu5,53
validation,data1/imu5,54
validation,data1/imu5,55
validation,data1/imu5,56
validation,data1/imu5,57
validation,data1/imu5,58
validation,data1/imu5,59
validation,data1/imu5,60
validation,data1/imu5,61
validation,data1/imu5,62
validation,data1/imu5,63
validation,data1/imu5,64
validation,data1/imu5,65
validation,data1/imu5,66
validation,data1/imu5,67
validation,data1/imu5,68
validation,data1/imu5,69
validation,data1/imu5,70
validation,data1/imu5,71
validation,data1/imu5,72
validation,data1/imu5,73
validation,data1/imu5,74
validation,data1/imu5,75
validation,data1/imu5,76
validation,data1/imu5,77
validation,data1/imu5,78
validation,data1/imu5,79
validation,data1/imu5,80
validation,data1/imu5,81
validation,data1/imu5,82
validation,data1/imu5,83
validation,data1/imu5,84
validation,data1/imu5,85
validation,data1/imu5,86
validation,data1/imu5,87
validation,data1/imu5,88
validation,data1/imu5,89
validation,data1/imu5,90
validation,data1/imu5,91
validation,data1/imu5,92
validation,data1/imu5,93
validation,data1/imu5,94
validation,data1/imu5,95
validation,data1/imu5,96
validation,data1/imu5,97
validation,data1/imu5,98
validation,data1/imu5,99
validation,data1/imu5,100
validation,data1/imu5,101
validation,data1/imu5,102
validation,data1/imu5,103
validation,data1/imu5,104
validation,data1/imu5,105
validation,data1/imu5,106
validation,data1/imu5,107
validation,data1/imu5,108
validation,data1/imu5,109
validation,data1/imu5,110
validation,data1/imu5,111
validation,data1/imu5,112
validation,data1/imu5,113
validation,data1/imu5,114
validation,data1/imu5,115
validation,data1/imu5,116
validation,data1/imu5,117
validation,data1/imu5,118
validation,data1/imu5,119
validation,data1/imu5,120
validation,data1/imu5,121
validation,data1/imu5,122
validation,data1/imu5,123
validation,data1/imu5,124
validation,data1/imu5,125
validation,data1/imu5,126
validation,data1/imu5,127
validation,data1/imu5,128
validation,data1/imu5,129
validation,data1/imu5,130
validation,data1/imu5,131
validation,data1/imu5,132
validation,data1/imu5,133
validation,data1/imu5,134
validation,data1/imu5,135
validation,data1/imu5,136
validation,data1/imu5,137
validation,data1/imu5,138
validation,data1/imu5,139
validation,data1/imu5,140
validation,data1/imu5,141
validation,data1/imu5,142
validation,data1/imu5,143
validation,data1/imu5,144
validation,data1/imu5,145
validation,data1/imu5,146
validation,data1/imu5,147
validation,data1/imu5,148
validation,data1/imu5,149
validation,data1/imu5,150
validation,data1/imu5,151
validation,data1/imu5,152
validation,data1/imu5,153
validation,data1/imu5,154
validation,data1/imu5,155
validation,data1/imu5,156
validation,data1/imu5,157
validation,data1/imu5,158
validation,data1/imu5,159
train,data1/imu6,0
train,data1/imu6,1
train,data1/imu6,2
train,data1/imu6,3
train,data1/imu6,4
train,data1/imu6,5
train,data1/imu6,6
train,data1/imu6,7
train,data1/imu6,8
train,data1/imu6,9
train,data1/imu6,10
train,data1/imu6,11
train,data1/imu6,12
train,data1/imu6,13
train,data1/imu6,14
train,data1/imu6,15
train,data1/imu6,16
train,data1/imu6,17
train,data1/imu6,18
train,data1/imu6,19
train,data1/imu6,20
train,data1/imu6,21
train,data1/imu6,22
train,data1/imu6,23
train,data1/imu6,24
train,data1/imu6,25
train,data1/imu6,26
train,data1/imu6,27
train,data1/imu6,28
train,data1/imu6,29
train,data1/imu6,30
train,data1/imu6,31
train,data1/imu6,32
train,data1/imu6,33
train,data1/imu6,34
train,data1/imu6,35
train,data1/imu6,36
train,data1/imu6,37
train,data1/imu6,38
train,data1/imu6,39
train,data1/imu6,40
train,data1/imu6,41
train,data1/imu6,42
train,data1/imu6,43
train,data1/imu6,44
train,data1/imu6,45
train,data1/imu6,46
train,data1/imu6,47
train,data1/imu6,48
train,data1/imu6,49
train,data1/imu6,50
train,data1/imu6,51
train,data1/imu6,52
train,data1/imu6,53
train,data1/imu6,54
train,data1/imu6,55
train,data1/imu6,56
train,data1/imu6,57
train,data1/imu6,58
train,data1/imu6,59
train,data1/imu6,60
train,data1/imu6,61
train,data1/imu6,62
train,data1/imu6,63
train,data1/imu6,64
train,data1/imu6,65
train,data1/imu6,66
train,data1/imu6,67
train,data1/imu6,68
train,data1/imu6,69
train,data1/imu6,70
train,data1/imu6,71
train,data1/imu6,72
train,data1/imu6,73
train,data1/imu6,74
train,data1/imu6,75
train,data1/imu6,76
train,data1/imu6,77
train,data1/imu6,78
train,data1/imu6,79
train,data1/imu6,80
train,data1/imu6,81
train,data1/imu6,82
train,data1/imu6,83
train,data1/imu6,84
train,data1/imu6,85
train,data1/imu6,86
train,data1/imu6,87
train,data1/imu6,88
train,data1/imu6,89
train,data1/imu6,90
train,data1/imu6,91
train,data1/imu6,92
train,data1/imu6,93
train,data1/imu6,94
train,data1/imu6,95
train,data1/imu6,96
train,data1/imu6,97
train,data1/imu6,98
train,data1/imu6,99
train,data1/imu6,100
train,data1/imu6,101
train,data1/imu6,102
train,data1/imu6,103
train,data1/imu6,104
train,data1/imu6,105
train,data1/imu6,106
train,data1/imu6,107
train,data1/imu6,108
train,data1/imu6,109
train,data1/imu6,110
train,data1/imu6,111
train,data1/imu6,112
train,data1/imu6,113
train,data1/imu6,114
train,data1/imu6,115
train,data1/imu6,116
train,data1/imu6,117
train,data1/imu6,118
train,data1/imu6,119
train,data1/imu6,120
train,data1/imu6,121
train,data1/imu6,122
train,data1/imu6,123
train,data1/imu6,124
train,data1/imu6,125
train,data1/imu6,126
train,data1/imu6,127
train,data1/imu6,128
train,data1/imu6,129
train,data1/imu6,130
train,data1/imu6,131
train,data1/imu6,132
train,data1/imu6,133
train,data1/imu6,134
train,data1/imu6,135
train,data1/imu6,136
train,data1/imu6,137
train,data1/imu6,138
train,data1/imu6,139
train,data1/imu6,140
train,data1/imu6,141
train,data1/imu6,142
train,data1/imu6,143
train,data1/imu6,144
train,data1/imu6,145
train,data1/imu6,146
train,data1/imu6,147
train,data1/imu6,148
train,data1/imu6,149
train,data1/imu6,150
train,data1/imu6,151
train,data1/imu6,152
train,data1/imu6,153
train,data1/imu6,154
train,data1/imu6,155
train,data1/imu6,156
train,data1/imu6,157
train,data1/imu6,158
train,data1/imu6,159
train,data1/imu6,160
train,data1/imu6,161
train,data1/imu7,0
train,data1/imu7,1
train,data1/imu7,2
train,data1/imu7,3
train,data1/imu7,4
train,data1/imu7,5
train,data1/imu7,6
train,data1/imu7,7
train,data1/imu7,8
train,data1/imu7,9
train,data1/imu7,10
train,data1/imu7,11
train,data1/imu7,12
train,data1/imu7,13
train,data1/imu7,14
train,data1/imu7,15
train,data1/imu7,16
train,data1/imu7,17
train,data1/imu7,18
train,data1/imu7,19
train,data1/imu7,20
train,data1/imu7,21
train,data1/imu7,22
train,data1/imu7,23
train,data1/imu7,24
train,data1/imu7,25
train,data1/imu7,26
train,data1/imu7,27
train,data1/imu7,28
train,data1/imu7,29
train,data1/imu7,30
train,data1/imu7,31
train,data1/imu7,32
train,data1/imu7,33
train,data1/imu7,34
train,data1/imu7,35
train,data1/imu7,36
train,data1/imu7,37
train,data1/imu7,38
train,data1/imu7,39
train,data1/imu7,40
train,data1/imu7,41
train,data1/imu7,42
train,data1/imu7,43
train,data1/imu7,44
train,data1/imu7,45
train,data1/imu7,46
train,data1/imu7,47
train,data1/imu7,48
train,data1/imu7,49
train,data1/imu7,50
train,data1/imu7,51
train,data1/imu7,52
train,data1/imu7,53
train,data1/imu7,54
train,data1/imu7,55
train,data1/imu7,56
train,data1/imu7,57
train,data1/imu7,58
train,data1/imu7,59
train,data1/imu7,60
train,data1/imu7,61
train,data1/imu7,62
train,data1/imu7,63
train,data1/imu7,64
train,data1/imu7,65
train,data1/imu7,66
train,data1/imu7,67
train,data1/imu7,68
train,data1/imu7,69
train,data2/imu1,0
train,data2/imu1,1
train,data2/imu1,2
train,data2/imu1,3
train,data2/imu1,4
train,data2/imu1,5
train,data2/imu1,6
train,data2/imu1,7
train,data2/imu1,8
train,data2/imu1,9
train,data2/imu1,10
train,data2/imu1,11
train,data2/imu1,12
train,data2/imu1,13
train,data2/imu1,14
train,data2/imu1,15
train,data2/imu1,16
train,data2/imu1,17
train,data2/imu1,18
train,data2/imu1,19
train,data2/imu1,20
train,data2/imu1,21
train,data2/imu1,22
train,data2/imu1,23
train,data2/imu1,24
train,data2/imu1,25
train,data2/imu1,26
train,data2/imu1,27
train,data2/imu1,28
train,data2/imu1,29
train,data2/imu1,30
train,data2/imu1,31
train,data2/imu1,32
train,data2/imu1,33
train,data2/imu1,34
train,data2/imu1,35
train,data2/imu1,36
train,data2/imu1,37
train,data2/imu1,38
train,data2/imu1,39
train,data2/imu1,40
train,data2/imu1,41
train,data2/imu1,42
train,data2/imu1,43
train,data2/imu1,44
train,data2/imu1,45
train,data2/imu1,46
train,data2/imu1,47
train,data2/imu1,48
train,data2/imu1,49
train,data2/imu1,50
train,data2/imu1,51
train,data2/imu1,52
train,data2/imu1,53
train,data2/imu1,54
train,data2/imu1,55
train,data2/imu1,56
train,data2/imu1,57
train,data2/imu1,58
train,data2/imu1,59
train,data2/imu1,60
train,data2/imu1,61
train,data2/imu1,62
train,data2/imu1,63
train,data2/imu1,64
train,data2/imu1,65
train,data2/imu1,66
train,data2/imu1,67
train,data2/imu1,68
train,data2/imu1,69
train,data2/imu1,70
train,data2/imu1,71
train,data2/imu1,72
train,data2/imu1,73
train,data2/imu1,74
train,data2/imu1,75
train,data2/imu1,76
train,data2/imu1,77
train,data2/imu1,78
train,data2/imu1,79
train,data2/imu1,80
train,data2/imu1,81
train,data2/imu1,82
train,data2/imu1,83
train,data2/imu1,84
train,data2/imu1,85
train,data2/imu1,86
train,data2/imu1,87
train,data2/imu1,88
train,data2/imu1,89
train,data2/imu1,90
train,data2/imu1,91
train,data2/imu1,92
train,data2/imu1,93
train,data2/imu1,94
train,data2/imu1,95
train,data2/imu1,96
train,data2/imu1,97
train,data2/imu1,98
train,data2/imu1,99
train,data2/imu1,100
train,data2/imu1,101
train,data2/imu1,102
train,data2/imu1,103
train,data2/imu1,104
train,data2/imu1,105
train,data2/imu1,106
train,data2/imu1,107
train,data2/imu1,108
train,data2/imu1,109
train,data2/imu1,110
train,data2/imu1,111
train,data2/imu1,112
train,data2/imu1,113
train,data2/imu1,114
train,data2/imu1,115
train,data2/imu1,116
train,data2/imu1,117
train,data2/imu1,118
train,data2/imu1,119
train,data2/imu1,120
train,data2/imu1,121
train,data2/imu1,122
train,data2/imu1,123
train,data2/imu1,124
train,data2/imu1,125
train,data2/imu1,126
train,data2/imu1,127
train,data2/imu1,128
train,data2/imu1,129
train,data2/imu1,130
train,data2/imu1,131
train,data2/imu1,132
train,data2/imu1,133
train,data2/imu1,134
train,data2/imu1,135
train,data2/imu1,136
train,data2/imu1,137
train,data2/imu1,138
train,data2/imu1,139
train,data2/imu1,140
train,data2/imu1,141
train,data2/imu1,142
train,data2/imu1,143
train,data2/imu1,144
train,data2/imu1,145
train,data2/imu1,146
train,data2/imu1,147
train,data2/imu1,148
train,data2/imu1,149
train,data2/imu1,150
train,data2/imu1,151
train,data2/imu1,152
train,data2/imu1,153
train,data2/imu1,154
train,data2/imu1,155
train,data2/imu1,156
train,data2/imu1,157
train,data2/imu1,158
train,data2/imu1,159
train,data2/imu1,160
train,data2/imu1,161
train,data2/imu1,162
test,data2/imu2,0
test,data2/imu2,1
test,data2/imu2,2
test,data2/imu2,3
test,data2/imu2,4
test,data2/imu2,5
test,data2/imu2,6
test,data2/imu2,7
test,data2/imu2,8
test,data2/imu2,9
test,data2/imu2,10
test,data2/imu2,11
test,data2/imu2,12
test,data2/imu2,13
test,data2/imu2,14
test,data2/imu2,15
test,data2/imu2,16
test,data2/imu2,17
test,data2/imu2,18
test,data2/imu2,19
test,data2/imu2,20
test,data2/imu2,21
test,data2/imu2,22
test,data2/imu2,23
test,data2/imu2,24
test,data2/imu2,25
test,data2/imu2,26
test,data2/imu2,27
test,data2/imu2,28
test,data2/imu2,29
test,data2/imu2,30
test,data2/imu2,31
test,data2/imu2,32
test,data2/imu2,33
test,data2/imu2,34
test,data2/imu2,35
test,data2/imu2,36
test,data2/imu2,37
test,data2/imu2,38
test,data2/imu2,39
test,data2/imu2,40
test,data2/imu2,41
test,data2/imu2,42
test,data2/imu2,43
test,data2/imu2,44
test,data2/imu2,45
test,data2/imu2,46
test,data2/imu2,47
test,data2/imu2,48
test,data2/imu2,49
test,data2/imu2,50
test,data2/imu2,51
test,data2/imu2,52
test,data2/imu2,53
test,data2/imu2,54
test,data2/imu2,55
test,data2/imu2,56
test,data2/imu2,57
test,data2/imu2,58
test,data2/imu2,59
test,data2/imu2,60
test,data2/imu2,61
test,data2/imu2,62
test,data2/imu2,63
test,data2/imu2,64
test,data2/imu2,65
test,data2/imu2,66
test,data2/imu2,67
test,data2/imu2,68
test,data2/imu2,69
test,data2/imu2,70
test,data2/imu2,71
test,data2/imu2,72
test,data2/imu2,73
test,data2/imu2,74
test,data2/imu2,75
test,data2/imu2,76
test,data2/imu2,77
test,data2/imu2,78
test,data2/imu2,79
test,data2/imu2,80
test,data2/imu2,81
test,data2/imu2,82
test,data2/imu2,83
test,data2/imu2,84
test,data2/imu2,85
test,data2/imu2,86
test,data2/imu2,87
test,data2/imu2,88
test,data2/imu2,89
test,data2/imu2,90
test,data2/imu2,91
test,data2/imu2,92
test,data2/imu2,93
test,data2/imu2,94
test,data2/imu2,95
test,data2/imu2,96
test,data2/imu2,97
test,data2/imu2,98
test,data2/imu2,99
test,data2/imu2,100
test,data2/imu2,101
test,data2/imu2,102
test,data2/imu2,103
test,data2/imu2,104
test,data2/imu2,105
test,data2/imu2,106
test,data2/imu2,107
test,data2/imu2,108
test,data2/imu2,109
test,data2/imu2,110
test,data2/imu2,111
test,data2/imu2,112
test,data2/imu2,113
test,data2/imu2,114
test,data2/imu2,115
test,data2/imu2,116
test,data2/imu2,117
test,data2/imu2,118
test,data2/imu2,119
test,data2/imu2,120
test,data2/imu2,121
test,data2/imu2,122
test,data2/imu2,123
test,data2/imu2,124
test,data2/imu2,125
test,data2/imu2,126
test,data2/imu2,127
test,data2/imu2,128
test,data2/imu2,129
test,data2/imu2,130
test,data2/imu2,131
test,data2/imu2,132
test,data2/imu2,133
test,data2/imu2,134
test,data2/imu2,135
test,data2/imu2,136
test,data2/imu2,137
test,data2/imu2,138
test,data2/imu2,139
test,data2/imu2,140
test,data2/imu2,141
test,data2/imu2,142
test,data2/imu2,143
test,data2/imu2,144
test,data2/imu2,145
test,data2/imu2,146
test,data2/imu2,147
test,data2/imu2,148
test,data2/imu2,149
test,data2/imu2,150
test,data2/imu2,151
test,data2/imu2,152
test,data2/imu2,153
test,data2/imu2,154
train,data2/imu3,0
train,data2/imu3,1
train,data2/imu3,2
train,data2/imu3,3
train,data2/imu3,4
train,data2/imu3,5
train,data2/imu3,6
train,data2/imu3,7
train,data2/imu3,8
train,data2/imu3,9
train,data2/imu3,10
train,data2/imu3,11
train,data2/imu3,12
train,data2/imu3,13
train,data2/imu3,14
train,data2/imu3,15
train,data2/imu3,16
train,data2/imu3,17
train,data2/imu3,18
train,data2/imu3,19
train,data2/imu3,20
train,data2/imu3,21
train,data2/imu3,22
train,data2/imu3,23
train,data2/imu3,24
train,data2/imu3,25
train,data2/imu3,26
train,data2/imu3,27
train,data2/imu3,28
train,data2/imu3,29
