split,sequence_id,window_index,start_index,end_index
train,data1/imu1,157,31400,31599
train,data1/imu1,158,31600,31799
train,data1/imu1,159,31800,31999
train,data1/imu1,160,32000,32199
train,data1/imu1,161,32200,32399
train,data1/imu1,162,32400,32599
train,data1/imu1,163,32600,32799
train,data1/imu1,164,32800,32999
train,data1/imu1,165,33000,33199
train,data1/imu1,166,33200,33399
train,data1/imu1,167,33400,33599
train,data1/imu1,168,33600,33799
train,data1/imu1,169,33800,33999
train,data1/imu1,170,34000,34199
train,data1/imu1,171,34200,34399
train,data1/imu1,172,34400,34599
train,data1/imu1,173,34600,34799
train,data1/imu1,174,34800,34999
train,data1/imu1,175,35000,35199
train,data1/imu1,176,35200,35399
train,data1/imu1,177,35400,35599
train,data1/imu1,178,35600,35799
train,data1/imu1,179,35800,35999
train,data1/imu1,180,36000,36199
train,data1/imu1,181,36200,36399
train,data1/imu1,182,36400,36599
train,data1/imu1,183,36600,36799
train,data1/imu1,184,36800,36999
train,data1/imu1,185,37000,37199
train,data1/imu1,186,37200,37399
train,data1/imu1,187,37400,37599
test,data1/imu2,0,0,199
test,data1/imu2,1,200,399
test,data1/imu2,2,400,599
test,data1/imu2,3,600,799
test,data1/imu2,4,800,999
test,data1/imu2,5,1000,1199
test,data1/imu2,6,1200,1399
test,data1/imu2,7,1400,1599
test,data1/imu2,8,1600,1799
test,data1/imu2,9,1800,1999
test,data1/imu2,10,2000,2199
test,data1/imu2,11,2200,2399
test,data1/imu2,12,2400,2599
test,data1/imu2,13,2600,2799
test,data1/imu2,14,2800,2999
test,data1/imu2,15,3000,3199
test,data1/imu2,16,3200,3399
test,data1/imu2,17,3400,3599
test,data1/imu2,18,3600,3799
test,data1/imu2,19,3800,3999
test,data1/imu2,20,4000,4199
test,data1/imu2,21,4200,4399
test,data1/imu2,22,4400,4599
test,data1/imu2,23,4600,4799
test,data1/imu2,24,4800,4999
test,data1/imu2,25,5000,5199
test,data1/imu2,26,5200,5399
test,data1/imu2,27,5400,5599
test,data1/imu2,28,5600,5799
test,data1/imu2,29,5800,5999
test,data1/imu2,30,6000,6199
test,data1/imu2,31,6200,6399
test,data1/imu2,32,6400,6599
test,data1/imu2,33,6600,6799
test,data1/imu2,34,6800,6999
test,data1/imu2,35,7000,7199
test,data1/imu2,36,7200,7399
test,data1/imu2,37,7400,7599
test,data1/imu2,38,7600,7799
test,data1/imu2,39,7800,7999
test,data1/imu2,40,8000,8199
test,data1/imu2,41,8200,8399
test,data1/imu2,42,8400,8599
test,data1/imu2,43,8600,8799
test,data1/imu2,44,8800,8999
test,data1/imu2,45,9000,9199
test,data1/imu2,46,9200,9399
test,data1/imu2,47,9400,9599
test,data1/imu2,48,9600,9799
test,data1/imu2,49,9800,9999
test,data1/imu2,50,10000,10199
test,data1/imu2,51,10200,10399
test,data1/imu2,52,10400,10599
test,data1/imu2,53,10600,10799
test,data1/imu2,54,10800,10999
test,data1/imu2,55,11000,11199
test,data1/imu2,56,11200,11399
test,data1/imu2,57,11400,11599
test,data1/imu2,58,11600,11799
test,data1/imu2,59,11800,11999
test,data1/imu2,60,12000,12199
test,data1/imu2,61,12200,12399
test,data1/imu2,62,12400,12599
test,data1/imu2,63,12600,12799
test,data1/imu2,64,12800,12999
test,data1/imu2,65,13000,13199
test,data1/imu2,66,13200,13399
test,data1/imu2,67,13400,13599
test,data1/imu2,68,13600,13799
test,data1/imu2,69,13800,13999
test,data1/imu2,70,14000,14199
test,data1/imu2,71,14200,14399
test,data1/imu2,72,14400,14599
test,data1/imu2,73,14600,14799
test,data1/imu2,74,14800,14999
test,data1/imu2,75,15000,15199
test,data1/imu2,76,15200,15399
test,data1/imu2,77,15400,15599
test,data1/imu2,78,15600,15799
test,data1/imu2,79,15800,15999
test,data1/imu2,80,16000,16199
test,data1/imu2,81,16200,16399
test,data1/imu2,82,16400,16599
test,data1/imu2,83,16600,16799
test,data1/imu2,84,16800,16999
test,data1/imu2,85,17000,17199
test,data1/imu2,86,17200,17399
test,data1/imu2,87,17400,17599
test,data1/imu2,88,17600,17799
test,data1/imu2,89,17800,17999
test,data1/imu2,90,18000,18199
test,data1/imu2,91,18200,18399
test,data1/imu2,92,18400,18599
test,data1/imu2,93,18600,18799
test,data1/imu2,94,18800,18999
test,data1/imu2,95,19000,19199
test,data1/imu2,96,19200,19399
test,data1/imu2,97,19400,19599
test,data1/imu2,98,19600,19799
test,data1/imu2,99,19800,19999
test,data1/imu2,100,20000,20199
test,data1/imu2,101,20200,20399
test,data1/imu2,102,20400,20599
test,data1/imu2,103,20600,20799
test,data1/imu2,104,20800,20999
test,data1/imu2,105,21000,21199
test,data1/imu2,106,21200,21399
test,data1/imu2,107,21400,21599
test,data1/imu2,108,21600,21799
test,data1/imu2,109,21800,21999
test,data1/imu2,110,22000,22199
test,data1/imu2,111,22200,22399
test,data1/imu2,112,22400,22599
test,data1/imu2,113,22600,22799
test,data1/imu2,114,22800,22999
test,data1/imu2,115,23000,23199
test,data1/imu2,116,23200,23399
validation,data1/imu3,0,0,199
validation,data1/imu3,1,200,399
validation,data1/imu3,2,400,599
validation,data1/imu3,3,600,799
validation,data1/imu3,4,800,999
validation,data1/imu3,5,1000,1199
validation,data1/imu3,6,1200,1399
validation,data1/imu3,7,1400,1599
validation,data1/imu3,8,1600,1799
validation,data1/imu3,9,1800,1999
validation,data1/imu3,10,2000,2199
validation,data1/imu3,11,2200,2399
validation,data1/imu3,12,2400,2599
validation,data1/imu3,13,2600,2799
validation,data1/imu3,14,2800,2999
validation,data1/imu3,15,3000,3199
validation,data1/imu3,16,3200,3399
validation,data1/imu3,17,3400,3599
validation,data1/imu3,18,3600,3799
validation,data1/imu3,19,3800,3999
validation,data1/imu3,20,4000,4199
validation,data1/imu3,21,4200,4399
validation,data1/imu3,22,4400,4599
validation,data1/imu3,23,4600,4799
validation,data1/imu3,24,4800,4999
validation,data1/imu3,25,5000,5199
validation,data1/imu3,26,5200,5399
validation,data1/imu3,27,5400,5599
validation,data1/imu3,28,5600,5799
validation,data1/imu3,29,5800,5999
validation,data1/imu3,30,6000,6199
validation,data1/imu3,31,6200,6399
validation,data1/imu3,32,6400,6599
validation,data1/imu3,33,6600,6799
validation,data1/imu3,34,6800,6999
validation,data1/imu3,35,7000,7199
validation,data1/imu3,36,7200,7399
validation,data1/imu3,37,7400,7599
validation,data1/imu3,38,7600,7799
validation,data1/imu3,39,7800,7999
validation,data1/imu3,40,8000,8199
validation,data1/imu3,41,8200,8399
validation,data1/imu3,42,8400,8599
validation,data1/imu3,43,8600,8799
validation,data1/imu3,44,8800,8999
validation,data1/imu3,45,9000,9199
validation,data1/imu3,46,9200,9399
validation,data1/imu3,47,9400,9599
validation,data1/imu3,48,9600,9799
validation,data1/imu3,49,9800,9999
validation,data1/imu3,50,10000,10199
validation,data1/imu3,51,10200,10399
validation,data1/imu3,52,10400,10599
validation,data1/imu3,53,10600,10799
validation,data1/imu3,54,10800,10999
validation,data1/imu3,55,11000,11199
validation,data1/imu3,56,11200,11399
validation,data1/imu3,57,11400,11599
validation,data1/imu3,58,11600,11799
validation,data1/imu3,59,11800,11999
validation,data1/imu3,60,12000,12199
validation,data1/imu3,61,12200,12399
validation,data1/imu3,62,12400,12599
validation,data1/imu3,63,12600,12799
validation,data1/imu3,64,12800,12999
validation,data1/imu3,65,13000,13199
validation,data1/imu3,66,13200,13399
validation,data1/imu3,67,13400,13599
validation,data1/imu3,68,13600,13799
validation,data1/imu3,69,13800,13999
validation,data1/imu3,70,14000,14199
validation,data1/imu3,71,14200,14399
validation,data1/imu3,72,14400,14599
validation,data1/imu3,73,14600,14799
validation,data1/imu3,74,14800,14999
validation,data1/imu3,75,15000,15199
validation,data1/imu3,76,15200,15399
validation,data1/imu3,77,15400,15599
validation,data1/imu3,78,15600,15799
validation,data1/imu3,79,15800,15999
validation,data1/imu3,80,16000,16199
validation,data1/imu3,81,16200,16399
validation,data1/imu3,82,16400,16599
validation,data1/imu3,83,16600,16799
validation,data1/imu3,84,16800,16999
validation,data1/imu3,85,17000,17199
validation,data1/imu3,86,17200,17399
validation,data1/imu3,87,17400,17599
validation,data1/imu3,88,17600,17799
validation,data1/imu3,89,17800,17999
validation,data1/imu3,90,18000,18199
validation,data1/imu3,91,18200,18399
validation,data1/imu3,92,18400,18599
validation,data1/imu3,93,18600,18799
train,data1/imu4,0,0,199
train,data1/imu4,1,200,399
train,data1/imu4,2,400,599
train,data1/imu4,3,600,799
train,data1/imu4,4,800,999
train,data1/imu4,5,1000,1199
train,data1/imu4,6,1200,1399
train,data1/imu4,7,1400,1599
train,data1/imu4,8,1600,1799
train,data1/imu4,9,1800,1999
train,data1/imu4,10,2000,2199
train,data1/imu4,11,2200,2399
train,data1/imu4,12,2400,2599
train,data1/imu4,13,2600,2799
train,data1/imu4,14,2800,2999
train,data1/imu4,15,3000,3199
train,data1/imu4,16,3200,3399
train,data1/imu4,17,3400,3599
train,data1/imu4,18,3600,3799
train,data1/imu4,19,3800,3999
train,data1/imu4,20,4000,4199
train,data1/imu4,21,4200,4399
train,data1/imu4,22,4400,4599
train,data1/imu4,23,4600,4799
train,data1/imu4,24,4800,4999
train,data1/imu4,25,5000,5199
train,data1/imu4,26,5200,5399
train,data1/imu4,27,5400,5599
train,data1/imu4,28,5600,5799
train,data1/imu4,29,5800,5999
train,data1/imu4,30,6000,6199
train,data1/imu4,31,6200,6399
train,data1/imu4,32,6400,6599
train,data1/imu4,33,6600,6799
train,data1/imu4,34,6800,6999
train,data1/imu4,35,7000,7199
train,data1/imu4,36,7200,7399
train,data1/imu4,37,7400,7599
train,data1/imu4,38,7600,7799
train,data1/imu4,39,7800,7999
train,data1/imu4,40,8000,8199
train,data1/imu4,41,8200,8399
train,data1/imu4,42,8400,8599
train,data1/imu4,43,8600,8799
train,data1/imu4,44,8800,8999
train,data1/imu4,45,9000,9199
train,data1/imu4,46,9200,9399
train,data1/imu4,47,9400,9599
train,data1/imu4,48,9600,9799
train,data1/imu4,49,9800,9999
train,data1/imu4,50,10000,10199
train,data1/imu4,51,10200,10399
train,data1/imu4,52,10400,10599
train,data1/imu4,53,10600,10799
train,data1/imu4,54,10800,10999
train,data1/imu4,55,11000,11199
train,data1/imu4,56,11200,11399
train,data1/imu4,57,11400,11599
train,data1/imu4,58,11600,11799
train,data1/imu4,59,11800,11999
train,data1/imu4,60,12000,12199
train,data1/imu4,61,12200,12399
train,data1/imu4,62,12400,12599
train,data1/imu4,63,12600,12799
train,data1/imu4,64,12800,12999
train,data1/imu4,65,13000,13199
train,data1/imu4,66,13200,13399
train,data1/imu4,67,13400,13599
train,data1/imu4,68,13600,13799
train,data1/imu4,69,13800,13999
train,data1/imu4,70,14000,14199
train,data1/imu4,71,14200,14399
train,data1/imu4,72,14400,14599
train,data1/imu4,73,14600,14799
train,data1/imu4,74,14800,14999
train,data1/imu4,75,15000,15199
train,data1/imu4,76,15200,15399
train,data1/imu4,77,15400,15599
train,data1/imu4,78,15600,15799
train,data1/imu4,79,15800,15999
train,data1/imu4,80,16000,16199
train,data1/imu4,81,16200,16399
train,data1/imu4,82,16400,16599
train,data1/imu4,83,16600,16799
train,data1/imu4,84,16800,16999
train,data1/imu4,85,17000,17199
train,data1/imu4,86,17200,17399
train,data1/imu4,87,17400,17599
train,data1/imu4,88,17600,17799
train,data1/imu4,89,17800,17999
train,data1/imu4,90,18000,18199
train,data1/imu4,91,18200,18399
train,data1/imu4,92,18400,18599
train,data1/imu4,93,18600,18799
train,data1/imu4,94,18800,18999
train,data1/imu4,95,19000,19199
train,data1/imu4,96,19200,19399
train,data1/imu4,97,19400,19599
train,data1/imu4,98,19600,19799
train,data1/imu4,99,19800,19999
train,data1/imu4,100,20000,20199
train,data1/imu4,101,20200,20399
train,data1/imu4,102,20400,20599
train,data1/imu4,103,20600,20799
train,data1/imu4,104,20800,20999
train,data1/imu4,105,21000,21199
train,data1/imu4,106,21200,21399
train,data1/imu4,107,21400,21599
validation,data1/imu5,0,0,199
validation,data1/imu5,1,200,399
validation,data1/imu5,2,400,599
validation,data1/imu5,3,600,799
validation,data1/imu5,4,800,999
validation,data1/imu5,5,1000,1199
validation,data1/imu5,6,1200,1399
validation,data1/imu5,7,1400,1599
validation,data1/imu5,8,1600,1799
validation,data1/imu5,9,1800,1999
validation,data1/imu5,10,2000,2199
validation,data1/imu5,11,2200,2399
validation,data1/imu5,12,2400,2599
validation,data1/imu5,13,2600,2799
validation,data1/imu5,14,2800,2999
validation,data1/imu5,15,3000,3199
validation,data1/imu5,16,3200,3399
validation,data1/imu5,17,3400,3599
validation,data1/imu5,18,3600,3799
validation,data1/imu5,19,3800,3999
validation,data1/imu5,20,4000,4199
validation,data1/imu5,21,4200,4399
validation,data1/imu5,22,4400,4599
validation,data1/imu5,23,4600,4799
validation,data1/imu5,24,4800,4999
validation,data1/imu5,25,5000,5199
validation,data1/imu5,26,5200,5399
validation,data1/imu5,27,5400,5599
validation,data1/imu5,28,5600,5799
validation,data1/imu5,29,5800,5999
validation,data1/imu5,30,6000,6199
validation,data1/imu5,31,6200,6399
validation,data1/imu5,32,6400,6599
validation,data1/imu5,33,6600,6799
validation,data1/imu5,34,6800,6999
validation,data1/imu5,35,7000,7199
validation,data1/imu5,36,7200,7399
validation,data1/imu5,37,7400,7599
validation,data1/imu5,38,7600,7799
validation,data1/imu5,39,7800,7999
validation,data1/imu5,40,8000,8199
validation,data1/imu5,41,8200,8399
validation,data1/imu5,42,8400,8599
validation,data1/imu5,43,8600,8799
validation,data1/imu5,44,8800,8999
validation,data1/imu5,45,9000,9199
validation,data1/imu5,46,9200,9399
validation,data1/imu5,47,9400,9599
validation,data1/imu5,48,9600,9799
validation,data1/imu5,49,9800,9999
validation,data1/imu5,50,10000,10199
validation,data1/imu5,51,10200,10399
validation,data1/imu5,52,10400,10599
validation,data1/imu5,53,10600,10799
validation,data1/imu5,54,10800,10999
validation,data1/imu5,55,11000,11199
validation,data1/imu5,56,11200,11399
validation,data1/imu5,57,11400,11599
validation,data1/imu5,58,11600,11799
validation,data1/imu5,59,11800,11999
validation,data1/imu5,60,12000,12199
validation,data1/imu5,61,12200,12399
validation,data1/imu5,62,12400,12599
validation,data1/imu5,63,12600,12799
validation,data1/imu5,64,12800,12999
validation,data1/imu5,65,13000,13199
validation,data1/imu5,66,13200,13399
validation,data1/imu5,67,13400,13599
validation,data1/imu5,68,13600,13799
validation,data1/imu5,69,13800,13999
validation,data1/imu5,70,14000,14199
validation,data1/imu5,71,14200,14399
validation,data1/imu5,72,14400,14599
validation,data1/imu5,73,14600,14799
validation,data1/imu5,74,14800,14999
validation,data1/imu5,75,15000,15199
validation,data1/imu5,76,15200,15399
validation,data1/imu5,77,15400,15599
validation,data1/imu5,78,15600,15799
validation,data1/imu5,79,15800,15999
validation,data1/imu5,80,16000,16199
validation,data1/imu5,81,16200,16399
validation,data1/imu5,82,16400,16599
validation,data1/imu5,83,16600,16799
validation,data1/imu5,84,16800,16999
validation,data1/imu5,85,17000,17199
validation,data1/imu5,86,17200,17399
validation,data1/imu5,87,17400,17599
validation,data1/imu5,88,17600,17799
validation,data1/imu5,89,17800,17999
validation,data1/imu5,90,18000,18199
validation,data1/imu5,91,18200,18399
validation,data1/imu5,92,18400,18599
validation,data1/imu5,93,18600,18799
validation,data1/imu5,94,18800,18999
validation,data1/imu5,95,19000,19199
validation,data1/imu5,96,19200,19399
validation,data1/imu5,97,19400,19599
validation,data1/imu5,98,19600,19799
validation,data1/imu5,99,19800,19999
validation,data1/imu5,100,20000,20199
validation,data1/imu5,101,20200,20399
validation,data1/imu5,102,20400,20599
validation,data1/imu5,103,20600,20799
validation,data1/imu5,104,20800,20999
validation,data1/imu5,105,21000,21199
validation,data1/imu5,106,21200,21399
validation,data1/imu5,107,21400,21599
validation,data1/imu5,108,21600,21799
validation,data1/imu5,109,21800,21999
validation,data1/imu5,110,22000,22199
validation,data1/imu5,111,22200,22399
validation,data1/imu5,112,22400,22599
validation,data1/imu5,113,22600,22799
validation,data1/imu5,114,22800,22999
validation,data1/imu5,115,23000,23199
validation,data1/imu5,116,23200,23399
validation,data1/imu5,117,23400,23599
validation,data1/imu5,118,23600,23799
validation,data1/imu5,119,23800,23999
validation,data1/imu5,120,24000,24199
validation,data1/imu5,121,24200,24399
validation,data1/imu5,122,24400,24599
validation,data1/imu5,123,24600,24799
validation,data1/imu5,124,24800,24999
validation,data1/imu5,125,25000,25199
validation,data1/imu5,126,25200,25399
validation,data1/imu5,127,25400,25599
validation,data1/imu5,128,25600,25799
validation,data1/imu5,129,25800,25999
validation,data1/imu5,130,26000,26199
validation,data1/imu5,131,26200,26399
validation,data1/imu5,132,26400,26599
validation,data1/imu5,133,26600,26799
validation,data1/imu5,134,26800,26999
validation,data1/imu5,135,27000,27199
validation,data1/imu5,136,27200,27399
validation,data1/imu5,137,27400,27599
validation,data1/imu5,138,27600,27799
validation,data1/imu5,139,27800,27999
validation,data1/imu5,140,28000,28199
validation,data1/imu5,141,28200,28399
validation,data1/imu5,142,28400,28599
validation,data1/imu5,143,28600,28799
validation,data1/imu5,144,28800,28999
validation,data1/imu5,145,29000,29199
validation,data1/imu5,146,29200,29399
validation,data1/imu5,147,29400,29599
validation,data1/imu5,148,29600,29799
validation,data1/imu5,149,29800,29999
validation,data1/imu5,150,30000,30199
validation,data1/imu5,151,30200,30399
validation,data1/imu5,152,30400,30599
validation,data1/imu5,153,30600,30799
validation,data1/imu5,154,30800,30999
validation,data1/imu5,155,31000,31199
validation,data1/imu5,156,31200,31399
validation,data1/imu5,157,31400,31599
validation,data1/imu5,158,31600,31799
validation,data1/imu5,159,31800,31999
train,data1/imu6,0,0,199
train,data1/imu6,1,200,399
train,data1/imu6,2,400,599
train,data1/imu6,3,600,799
train,data1/imu6,4,800,999
train,data1/imu6,5,1000,1199
train,data1/imu6,6,1200,1399
train,data1/imu6,7,1400,1599
train,data1/imu6,8,1600,1799
train,data1/imu6,9,1800,1999
train,data1/imu6,10,2000,2199
train,data1/imu6,11,2200,2399
train,data1/imu6,12,2400,2599
train,data1/imu6,13,2600,2799
train,data1/imu6,14,2800,2999
train,data1/imu6,15,3000,3199
train,data1/imu6,16,3200,3399
train,data1/imu6,17,3400,3599
train,data1/imu6,18,3600,3799
train,data1/imu6,19,3800,3999
train,data1/imu6,20,4000,4199
train,data1/imu6,21,4200,4399
train,data1/imu6,22,4400,4599
train,data1/imu6,23,4600,4799
train,data1/imu6,24,4800,4999
train,data1/imu6,25,5000,5199
train,data1/imu6,26,5200,5399
train,data1/imu6,27,5400,5599
train,data1/imu6,28,5600,5799
train,data1/imu6,29,5800,5999
train,data1/imu6,30,6000,6199
train,data1/imu6,31,6200,6399
train,data1/imu6,32,6400,6599
train,data1/imu6,33,6600,6799
train,data1/imu6,34,6800,6999
train,data1/imu6,35,7000,7199
train,data1/imu6,36,7200,7399
train,data1/imu6,37,7400,7599
train,data1/imu6,38,7600,7799
train,data1/imu6,39,7800,7999
train,data1/imu6,40,8000,8199
train,data1/imu6,41,8200,8399
train,data1/imu6,42,8400,8599
train,data1/imu6,43,8600,8799
train,data1/imu6,44,8800,8999
train,data1/imu6,45,9000,9199
train,data1/imu6,46,9200,9399
train,data1/imu6,47,9400,9599
train,data1/imu6,48,9600,9799
train,data1/imu6,49,9800,9999
train,data1/imu6,50,10000,10199
train,data1/imu6,51,10200,10399
train,data1/imu6,52,10400,10599
train,data1/imu6,53,10600,10799
train,data1/imu6,54,10800,10999
train,data1/imu6,55,11000,11199
train,data1/imu6,56,11200,11399
train,data1/imu6,57,11400,11599
train,data1/imu6,58,11600,11799
train,data1/imu6,59,11800,11999
train,data1/imu6,60,12000,12199
train,data1/imu6,61,12200,12399
train,data1/imu6,62,12400,12599
train,data1/imu6,63,12600,12799
train,data1/imu6,64,12800,12999
train,data1/imu6,65,13000,13199
train,data1/imu6,66,13200,13399
train,data1/imu6,67,13400,13599
train,data1/imu6,68,13600,13799
train,data1/imu6,69,13800,13999
train,data1/imu6,70,14000,14199
train,data1/imu6,71,14200,14399
train,data1/imu6,72,14400,14599
train,data1/imu6,73,14600,14799
train,data1/imu6,74,14800,14999
train,data1/imu6,75,15000,15199
train,data1/imu6,76,15200,15399
train,data1/imu6,77,15400,15599
train,data1/imu6,78,15600,15799
train,data1/imu6,79,15800,15999
train,data1/imu6,80,16000,16199
train,data1/imu6,81,16200,16399
train,data1/imu6,82,16400,16599
train,data1/imu6,83,16600,16799
train,data1/imu6,84,16800,16999
train,data1/imu6,85,17000,17199
train,data1/imu6,86,17200,17399
train,data1/imu6,87,17400,17599
train,data1/imu6,88,17600,17799
train,data1/imu6,89,17800,17999
train,data1/imu6,90,18000,18199
train,data1/imu6,91,18200,18399
train,data1/imu6,92,18400,18599
train,data1/imu6,93,18600,18799
train,data1/imu6,94,18800,18999
train,data1/imu6,95,19000,19199
train,data1/imu6,96,19200,19399
train,data1/imu6,97,19400,19599
train,data1/imu6,98,19600,19799
train,data1/imu6,99,19800,19999
train,data1/imu6,100,20000,20199
train,data1/imu6,101,20200,20399
train,data1/imu6,102,20400,20599
train,data1/imu6,103,20600,20799
train,data1/imu6,104,20800,20999
train,data1/imu6,105,21000,21199
train,data1/imu6,106,21200,21399
train,data1/imu6,107,21400,21599
train,data1/imu6,108,21600,21799
train,data1/imu6,109,21800,21999
train,data1/imu6,110,22000,22199
train,data1/imu6,111,22200,22399
train,data1/imu6,112,22400,22599
train,data1/imu6,113,22600,22799
train,data1/imu6,114,22800,22999
train,data1/imu6,115,23000,23199
train,data1/imu6,116,23200,23399
train,data1/imu6,117,23400,23599
train,data1/imu6,118,23600,23799
train,data1/imu6,119,23800,23999
train,data1/imu6,120,24000,24199
train,data1/imu6,121,24200,24399
train,data1/imu6,122,24400,24599
train,data1/imu6,123,24600,24799
train,data1/imu6,124,24800,24999
train,data1/imu6,125,25000,25199
train,data1/imu6,126,25200,25399
train,data1/imu6,127,25400,25599
train,data1/imu6,128,25600,25799
train,data1/imu6,129,25800,25999
train,data1/imu6,130,26000,26199
train,data1/imu6,131,26200,26399
train,data1/imu6,132,26400,26599
train,data1/imu6,133,26600,26799
train,data1/imu6,134,26800,26999
train,data1/imu6,135,27000,27199
train,data1/imu6,136,27200,27399
train,data1/imu6,137,27400,27599
train,data1/imu6,138,27600,27799
train,data1/imu6,139,27800,27999
train,data1/imu6,140,28000,28199
train,data1/imu6,141,28200,28399
