outage_duration_s,baseline_name,distance_travelled_m,position_rmse_m,position_mae_m,endpoint_error_m,max_position_error_m,drift_percent_endpoint,drift_percent_rmse,drift_percent_max,velocity_rmse_mps,heading_error_deg,pre_recovery_error_m,post_recovery_error_m,recovery_time_s
60.0,BASELINE 2: INS + EKF,866.0196957275895,175.16553755347485,143.2621417279578,342.73213004437065,342.73213004437065,39.57555835452715,20.226507366707047,39.57555835452715,3.3369516538032635,0.0,342.73213004437065,0.7006599742463928,0.0
60.0,BASELINE 3: ML Only,866.0196957275895,473.4780134179327,404.6228033289131,802.6879475036225,802.6879475036225,92.68703142244836,54.67289205473998,92.68703142244836,14.172152924088417,0.0,802.6879475036225,1.0194802396407128,0.0
60.0,BASELINE 4: ML + INS,866.0196957275895,402.544687269669,343.9909497479308,682.3828409187862,682.3828409187862,78.79530272639815,46.4821630796133,78.79530272639815,12.050074452496927,0.0,682.3828409187862,1.0194802396407128,0.0
60.0,BASELINE 5: ML + INS + EKF,866.0196957275895,474.21447853943033,405.5912634843579,803.3478056286389,803.3478056286389,92.76322577787373,54.757932282477405,92.76322577787373,14.172152924088417,0.0,803.3478056286389,1.1218078218090086,0.020000000000010232
60.0,BASELINE 6: ML + INS + EKF + NHC,866.0196957275895,1921.6623095287573,1152.863600962304,5595.513365725807,5595.513365725807,646.1184882203767,221.89591287693128,646.1184882203767,14.219243189285256,0.0,5595.513365725807,1.119614170134067,0.15000000000000568
60.0,BASELINE 7: ML + INS + EKF + NHC + ZUPT,866.0196957275895,582.9487056706004,508.3372748205126,1115.2970050269118,1115.2970050269118,128.7842540451567,67.31356209870422,128.7842540451567,14.214455357752225,0.0,1115.2970050269118,1.1196544125339942,0.5900000000000034
120.0,BASELINE 1: Pure INS,1321.3579154749996,3.3757245630285033,2.6735302375878156,7.751694410382971,7.751694410382971,0.5866460797335448,0.25547389723056246,0.5866460797335448,0.07370862046318952,0.0,7.751694410382971,0.6103253570128696,0.0
120.0,BASELINE 2: INS + EKF,1321.3579154749996,503.10310836812334,402.4293802623857,880.3330951393549,880.3330951393549,66.62336410365349,38.074703490709304,66.62336410365349,6.393897379937127,0.0,880.3330951393549,0.7040390905802393,0.0
120.0,BASELINE 3: ML Only,1321.3579154749996,642.823923752788,574.9032844125995,850.2878793398577,859.5218383773848,64.34955051782451,48.648735987758975,65.04837397280096,11.8928247909571,0.0,850.2878793398577,0.6103253570128696,0.0
120.0,BASELINE 4: ML + INS,1321.3579154749996,546.7101248431906,488.91362741696383,723.6425125931084,730.9036170717002,54.7650643416303,41.37487038450593,55.3145827116006,10.113147892436466,0.0,723.6425125931084,0.6103253570128696,0.0
120.0,BASELINE 5: ML + INS + EKF,1321.3579154749996,643.6615537696935,575.868922484071,851.0342065395331,860.4374029914893,64.40603235298323,48.712127594763835,65.11766364847337,11.8928247909571,0.0,851.0342065395331,0.7036241030985909,0.0
120.0,BASELINE 6: ML + INS + EKF + NHC,1321.3579154749996,4850.852150475052,3781.2265725156776,7586.598485230187,7598.995218792537,574.1516659778716,367.1111432916551,575.0898473303399,11.944155940711722,0.0,7586.598485230187,0.7034390650469381,0.1599999999999966
120.0,BASELINE 7: ML + INS + EKF + NHC + ZUPT,1321.3579154749996,1187.9426579131211,1065.6704535688382,1607.0262085125864,1608.1015664257884,121.61929706493606,89.90317036743836,121.70067985309723,11.957241587234819,0.0,1607.0262085125864,0.7024869334912942,0.4900000000000091
